date,title,link,content,sentiment,label,hannanum_tokens
2024-09-25 05:56:11,"""인앱결제 금지 세계 최초면 뭐해?""…애플·구글 '독점' 견고",https://n.news.naver.com/mnews/article/079/0003941452?sid=105,"""인앱결제 금지 세계 최초면 뭐해?""…애플·구글 '독점' 견고",[0.51733345 0.48266664],부정,"['""인앱결제', '금지', '세계', '최초', '이', '면', '뭐하', '어', '?""', '…애플·구글', ""'"", '독점', ""'"", '견고']"
2024-09-25 00:26:16,"[사설] 구글 애플 한국서만 30% 수수료 갑질, 정치권은 방치",https://n.news.naver.com/mnews/article/023/0003860241?sid=110,"[사설] 구글 애플 한국서만 30% 수수료 갑질, 정치권은 방치",[0.5212979 0.4787021],부정,"['[', '사설', ']', '구글', '애플', '한국서만', '30', '%', '수수료', '갑질,', '정치권', '은', '방치']"
2024-09-24 14:55:26,"애플 제조업 R&amp;D센터, 포항 포스텍서 스마트 제조 포럼",https://n.news.naver.com/mnews/article/421/0007804809?sid=102,"애플 제조업 R&amp;D센터, 포항 포스텍서 스마트 제조 포럼",[0.5217881  0.47821182],중립,"['애플', '제조업', 'R&amp;D센터,', '포항', '포스텍서', '스마트', '제조', '포럼']"
2024-09-24 12:18:07,메타 CEO 저커버그 애플 폐쇄형 생태계 또 저격했다,https://n.news.naver.com/mnews/article/014/0005244509?sid=105,메타 CEO 저커버그 애플 폐쇄형 생태계 또 저격했다,[0.50959575 0.49040425],중립,"['메타', 'CEO', '저커버그', '애플', '폐쇄형', '생태계', '또', '저격', '하', '었다']"
2024-09-24 11:04:14,애플도 화면 두번 접는 폰 내놓을까,https://n.news.naver.com/mnews/article/092/0002346390?sid=105,애플도 화면 두번 접는 폰 내놓을까,[0.52829695 0.47170305],긍정,"['애플', '도', '화', '이', '면', '두번', '접', '는', '폰', '내놓', '을까']"
2024-09-24 07:00:00,'보급형 아이폰' 3년 만에 출시?…아이폰15에도 없는 AI 담나,https://n.news.naver.com/mnews/article/003/0012799188?sid=105,'보급형 아이폰' 3년 만에 출시?…아이폰15에도 없는 AI 담나,[0.5174628 0.4825372],긍정,"[""'"", '보급형', ""아이폰'"", '3년', '만', '에', '출시', '?', '…아이폰15', '에도', '없', '는', 'AI', '담', '나']"
2024-09-24 06:30:36,"올트먼, '아이폰' 디자이너 아이브와 맞손…AI 기기 개발",https://n.news.naver.com/mnews/article/277/0005475263?sid=104,"올트먼, '아이폰' 디자이너 아이브와 맞손…AI 기기 개발",[0.515986   0.48401392],긍정,"['올트먼,', ""'아이폰'"", '디자이너', '아이브', '와', '맞손…AI', '기', '이', '기', '개발']"
2024-09-24 00:59:08,"100억 팔면 30억 떼간다, 구글·애플의 ‘수수료 갑질’",https://n.news.naver.com/mnews/article/023/0003860065?sid=105,"100억 팔면 30억 떼간다, 구글·애플의 ‘수수료 갑질’",[0.53315353 0.46684653],부정,"['100억', '팔', '면', '30억', '뜨', '어', '가', 'ㄴ다', ',', '구글·애플', '의', '‘수수료', '갑질’']"
2024-09-23 20:04:13,"세계 최초 '두 번' 접는다…화웨이, 중국서 애플 압도",https://n.news.naver.com/mnews/article/437/0000411416?sid=104,"세계 최초 '두 번' 접는다…화웨이, 중국서 애플 압도",[0.51441264 0.48558736],중립,"['세계', '최초', ""'"", '두', '번', ""'"", '접는다…화웨이,', '중국서', '애플', '압도']"
2024-09-23 13:14:12,'아이폰16' 출시하자마자 폭탄 할인?…중국서 무슨 일이,https://n.news.naver.com/mnews/article/015/0005035757?sid=105,'아이폰16' 출시하자마자 폭탄 할인?…중국서 무슨 일이,[0.5217652  0.47823483],긍정,"[""'아이폰16'"", '출시', '하', '자마자', '폭탄', '할', '이', 'ㄴ', '?', '…중국서', '무슨', '일', '이']"
2024-09-23 11:34:09,"진짜 애플 AI, 韓서는 내년 3월?…'시리' 진화 계획 윤곽",https://n.news.naver.com/mnews/article/003/0012797598?sid=105,"진짜 애플 AI, 韓서는 내년 3월?…'시리' 진화 계획 윤곽",[0.5198118  0.48018816],긍정,"['진짜', '애플', 'AI', ',', '韓', '서는', '내년', '3월', '?', ""…'시리'"", '진화', '계획', '윤곽']"
2024-09-23 06:00:00,"EU, 애플에 폐쇄적 생태계 개방 요구… '아이폰과 갤럭시 호환되나'",https://n.news.naver.com/mnews/article/417/0001028460?sid=105,"EU, 애플에 폐쇄적 생태계 개방 요구… '아이폰과 갤럭시 호환되나'",[0.5192677  0.48073232],긍정,"['EU', ',', '애플', '에', '폐쇄적', '생태계', '개방', '요구…', ""'아이폰"", '과', '갤럭시', '호환', '되', '나', ""'""]"
