date,title,link,content,sentiment
2023-05-03 19:08:05,“연차 80% 이상 쓰면 혜택 준다”… SK하이닉스의 위기 탈출법,https://n.news.naver.com/mnews/article/022/0003809154?sid=101,"['“', '연차', '80', '%', '이상', '쓰', '면', '혜택', '주', 'ㄴ다', '”', '…', 'SK하이닉스', '의', '위기', '탈출', '법']",부정
2023-05-03 16:31:24,격려사 하는 곽노정 SK하이닉스 사장,https://n.news.naver.com/mnews/article/001/0013920128?sid=105,"['격려', '사', '하', '는', '곽노', '정', 'SK하이닉스', '사장']",부정
2023-05-09 23:30:01,비장의 무기 꺼낸 삼성·하이닉스…“비싸게 팔아야 많이 남아”,https://n.news.naver.com/mnews/article/009/0005127852?sid=101,"['비장', '의', '무기', '꺼내', 'ㄴ', '삼성', '·', '하이', '닉스', '…', '“', '비싸', '게', '팔', '아야', '많이', '남', '아', '”']",긍정
2023-05-05 08:59:03,SK하이닉스 등 청주 기업 통근버스 55대 수소차로 교체,https://n.news.naver.com/mnews/article/003/0011842070?sid=102,"['SK하이닉스', '등', '청주', '기업', '통근', '버스', '55', '대', '수소', '차로', '교체']",부정
2023-05-02 10:36:01,"SK하이닉스, 2050년 탄소중립 목표",https://n.news.naver.com/mnews/article/092/0002290840?sid=105,"['SK하이닉스', ',', '2050', '년', '탄소', '중립', '목표']",부정
2023-05-03 15:42:44,"[단독] SK하이닉스의 비상경영…""연차 소진시 인센티브""",https://n.news.naver.com/mnews/article/421/0006785546?sid=101,"['[', '단독', ']', 'SK하이닉스', '의', '비상', '경영', '…', '""', '연차', '소', '진시', '인센티브', '""']",부정
2023-05-03 10:00:01,"SK하이닉스 ""100m 육상 10초 깨듯 기술 한계 돌파""",https://n.news.naver.com/mnews/article/092/0002291000?sid=105,"['SK하이닉스', '""', '100', 'm', '육상', '10', '초', '깨', '듯', '기술', '한계', '돌파', '""']",부정
2023-05-09 20:14:01,"삼성 “GAA 기반 발전”…SK하이닉스 “메모리, PIM·CIM 진화”",https://n.news.naver.com/mnews/article/030/0003097455?sid=105,"['삼성', '“', 'GAA', '기반', '발전', '”', '…', 'SK하이닉스', '“', '메모리', ',', 'PIM', '·', 'CIM', '진화', '”']",긍정
2023-04-26 08:43:28,"SK하이닉스, 1분기 3.4조 영업손실…2분기 연속 적자",https://n.news.naver.com/mnews/article/003/0011824056?sid=101,"['SK하이닉스', ',', '1', '분기', '3', '.', '4', '조', '영업', '손실', '…', '2', '분기', '연속', '적자']",부정
2023-04-26 08:26:01,SK하이닉스 1분기 적자 3조4000억...주가는 3%대 상승,https://n.news.naver.com/mnews/article/023/0003760072?sid=101,"['SK하이닉스', '1', '분기', '적자', '3', '조', '4000', '억', '...', '주가', '는', '3', '%', '대', '상승']",긍정
2023-05-08 17:45:16,[유가증권시장 공시] SK하이닉스 / 대우조선해양,https://n.news.naver.com/mnews/article/009/0005127158?sid=101,"['[', '유가증권', '시장', '공시', ']', 'SK하이닉스', '/', '대우조선해양']",부정
2023-05-08 14:03:02,'20조 손실' 버티면 웃는다…삼성전자·SK하이닉스 '고진감래' [김익환의 컴퍼니워치],https://n.news.naver.com/mnews/article/015/0004841744?sid=101,"[""'"", '20', '조', '손실', ""'"", '버티', '면', '웃', '는다', '…', '삼성전자', '·', 'SK하이닉스', ""'"", '고진감래', ""'"", '[', '김', '익', '환', '의', '컴퍼니', '워치', ']']",중립
2023-05-04 15:29:06,"SK하이닉스, 日서 차세대 ‘나노임프린트’ 장비 도입… “3D 낸드 고도화”",https://n.news.naver.com/mnews/article/366/0000899093?sid=105,"['SK하이닉스', ',', '日', '서', '차세대', '‘', '나노', '임', '프린트', '’', '장비', '도입', '…', '“', '3D', '내', 'ㄴ', '드', '고도', '화', '”']",긍정
2023-05-03 18:14:49,“HBM으로 불황 뛰어넘자”…삼성전자·SK하이닉스 속도전,https://n.news.naver.com/mnews/article/025/0003277653?sid=101,"['“', 'HBM', '으로', '불황', '뛰어넘', '자', '”', '…', '삼성전자', '·', 'SK하이닉스', '속도전']",긍정
2023-05-03 17:21:32,비용절감 나선 SK하이닉스…연차 소진하면 혜택 준다,https://n.news.naver.com/mnews/article/009/0005125363?sid=101,"['비용', '절감', '나서', 'ㄴ', 'SK하이닉스', '…', '연차', '소진', '하면', '혜택', '주', 'ㄴ다']",부정
2023-05-08 21:46:02,"SK하이닉스, 재량 근무제 중단에 개발 인력들 ‘뿔났다’ [재계 TALK TALK]",https://n.news.naver.com/mnews/article/024/0000081875?sid=102,"['SK하이닉스', ',', '재량', '근무', '제', '중단', '에', '개발', '인력', '들', '‘', '뿔', '나', '았', '다', '’', '[', '재계', 'TALK', 'TALK', ']']",부정
2023-04-26 06:00:00,"SK하이닉스, 1분기 실적 발표…전자업계, 줄줄이 실적 '빨간불'",https://n.news.naver.com/mnews/article/003/0011823811?sid=101,"['SK하이닉스', ',', '1', '분기', '실적', '발표', '…', '전자', '업계', ',', '줄줄이', '실적', ""'"", '빨갛', 'ㄴ', '불', ""'""]",부정
2023-05-03 23:43:01,"""中에 반도체장비 반입 1년 더 연장""…삼성전자·SK하이닉스 한숨 돌리나",https://n.news.naver.com/mnews/article/015/0004840732?sid=101,"['""', '中', '에', '반도체', '장비', '반입', '1', '년', '더', '연장', '""', '…', '삼성전자', '·', 'SK하이닉스', '한숨', '돌리', '나']",부정
2023-04-26 18:28:10,"적자전환 SK하이닉스 ""하반기엔 개선""",https://n.news.naver.com/mnews/article/015/0004837605?sid=101,"['적자', '전환', 'SK하이닉스', '""', '하반기', '에', 'ㄴ', '개선', '""']",부정
2023-04-26 17:32:02,"SK하이닉스 3조4천억 적자 …""2분기가 바닥""",https://n.news.naver.com/mnews/article/009/0005122202?sid=105,"['SK하이닉스', '3', '조', '4', '천억', '적자', '…', '""', '2', '분기', '가', '바닥', '""']",부정
2023-04-26 08:29:38,[2보] '메모리 한파'에 SK하이닉스 1분기 영업손실 3조4천억원,https://n.news.naver.com/mnews/article/001/0013903098?sid=101,"['[', '2', '보', ']', ""'"", '메모리', '한파', ""'"", '에', 'SK하이닉스', '1', '분기', '영업', '손실', '3', '조', '4', '천억', '원']",부정
2023-04-26 10:14:49,"SK하이닉스 ""中 장비 수출 통제 유예 전망 긍정적""",https://n.news.naver.com/mnews/article/003/0011824356?sid=101,"['SK하이닉스', '""', '中', '장비', '수출', '통제', '유예', '전망', '긍정', '적', '""']",부정
