date,title,link,content,sentiment,label,hannanum_tokens
2024-11-01 16:31:07,“지금 기념일을 챙길 때냐”…삼성전자가 조용한 생일 보낸 이유,https://n.news.naver.com/mnews/article/009/0005389465?sid=101,“지금 기념일을 챙길 때냐”…삼성전자가 조용한 생일 보낸 이유,[0.525558   0.47444203],긍정,"['“지금', '기념일', '을', '챙기', 'ㄹ', '때냐”…삼성전자', '가', '조용한', '생일', '보내', 'ㄴ', '이유']"
2024-11-01 14:46:19,"""승부근성과 절실함 약해진 것 아닌지""…삼성전자 '창립기념식'서 나온 반성",https://n.news.naver.com/mnews/article/015/0005051846?sid=101,"""승부근성과 절실함 약해진 것 아닌지""…삼성전자 '창립기념식'서 나온 반성",[0.51908827 0.48091176],긍정,"['""', '승부근성', '과', '절실함', '약하', '어', '지', 'ㄴ', '것', '아닌지""…삼성전자', ""'"", '창립기념식', ""'"", '서', '나', '아', '오', 'ㄴ', '반성']"
2024-11-01 14:01:12,"삼성, 드디어 작정했나…애플에 밀리고 中에 쫓기더니 '대반격'",https://n.news.naver.com/mnews/article/015/0005051820?sid=105,"삼성, 드디어 작정했나…애플에 밀리고 中에 쫓기더니 '대반격'",[0.5137286  0.48627138],긍정,"['삼성', ',', '드디어', '작정했나…애플', '에', '밀', 'ㄹ', '리', '이', '고', '中', '에', '쫓기', '더니', ""'대반격"", ""'""]"
2024-11-01 12:53:56,가전 반값 찬스…삼성·LG전자 '코세페' 출격,https://n.news.naver.com/mnews/article/215/0001186129?sid=101,가전 반값 찬스…삼성·LG전자 '코세페' 출격,[0.522086   0.47791392],긍정,"['가전', '반값', '찬스…삼성·LG전자', ""'코세페'"", '출격']"
2024-11-01 11:33:34,"""퀄 테스트 통과? 낙관 이르다"" 삼성전자 목표가 낮추는 증권사들",https://n.news.naver.com/mnews/article/008/0005108729?sid=101,"""퀄 테스트 통과? 낙관 이르다"" 삼성전자 목표가 낮추는 증권사들",[0.51621205 0.48378795],긍정,"['""퀄', '테스트', '통', '과', '?', '낙관', '이르', '다', '""', '삼성전자', '목표', '가', '낮추', '는', '증권사들']"
2024-11-01 08:28:38,"삼성, '갤럭시 S24 FE' 출시…100만원 이하에 AI 기능 모두 지원",https://n.news.naver.com/mnews/article/003/0012878250?sid=105,"삼성, '갤럭시 S24 FE' 출시…100만원 이하에 AI 기능 모두 지원",[0.5204836  0.47951636],긍정,"['삼성', ',', ""'"", '갤럭시', 'S24', 'FE', ""'"", '출시…100만원', '이하', '에', 'AI', '기능', '모두', '지원']"
2024-11-01 08:26:16,"삼성전자, AI 가전 패키지 할인",https://n.news.naver.com/mnews/article/014/0005261653?sid=101,"삼성전자, AI 가전 패키지 할인",[0.51876056 0.4812395 ],긍정,"['삼성전자', ',', 'AI', '가전', '패키지', '할인']"
2024-11-01 08:19:12,"삼성전자 ""HBM 퀄테스트 진전""…증권가는 신중한 반응",https://n.news.naver.com/mnews/article/015/0005051642?sid=101,"삼성전자 ""HBM 퀄테스트 진전""…증권가는 신중한 반응",[0.5184254  0.48157465],긍정,"['삼성전자', '""', 'HBM', '퀄테스트', '진전""…증권가', '는', '신중', '하', 'ㄴ', '반응']"
2024-11-01 06:00:00,"4분기 비용 줄인다…삼성전자, 영업익 10조대 회복할까",https://n.news.naver.com/mnews/article/003/0012878144?sid=101,"4분기 비용 줄인다…삼성전자, 영업익 10조대 회복할까",[0.51924723 0.48075274],긍정,"['4분기', '비용', '줄인다…삼성전자,', '영업익', '10조대', '회복', '하', 'ㄹ까']"
2024-11-01 03:07:07,삼성전자 “5세대 HBM 4분기 판매 확대”,https://n.news.naver.com/mnews/article/020/0003595666?sid=101,삼성전자 “5세대 HBM 4분기 판매 확대”,[0.52444315 0.47555685],긍정,"['삼성전자', '“5세대', 'HBM', '4분기', '판매', '확대”']"
2024-11-01 00:28:04,"삼성전자 ""HBM 유의미한 진전""...엔비디아 납품 임박?",https://n.news.naver.com/mnews/article/052/0002107764?sid=101,"삼성전자 ""HBM 유의미한 진전""...엔비디아 납품 임박?",[0.5129083  0.48709166],긍정,"['삼성전자', '""', 'HBM', '유의미한', '지', 'ㄴ', '전', '""', '...', '엔비디', '아', '납품', '임박', '?']"
2024-10-31 20:46:16,"삼성전자, 한경협 연회비 18억1000만원 11월중 납부키로",https://n.news.naver.com/mnews/article/031/0000881166?sid=101,"삼성전자, 한경협 연회비 18억1000만원 11월중 납부키로",[0.5134025  0.48659745],긍정,"['삼성전자', ',', '한경협', '연회비', '18억1000만원', '11월', '중', '납부키', '로']"
2024-10-31 19:02:21,"삼성전자, 한경협 회비 18억 내기로…4대 그룹 모두 재가입",https://n.news.naver.com/mnews/article/028/0002714152?sid=101,"삼성전자, 한경협 회비 18억 내기로…4대 그룹 모두 재가입",[0.5161768  0.48382324],긍정,"['삼성전자', ',', '한경협', '회비', '18억', '내기로…4대', '그룹', '모두', '재가입']"
2024-10-31 18:38:53,"삼성전자 ""HBM 유의미한 진전""...엔비디아 납품 임박?",https://n.news.naver.com/mnews/article/052/0002107647?sid=101,"삼성전자 ""HBM 유의미한 진전""...엔비디아 납품 임박?",[0.5129083  0.48709166],긍정,"['삼성전자', '""', 'HBM', '유의미한', '지', 'ㄴ', '전', '""', '...', '엔비디', '아', '납품', '임박', '?']"
2024-10-31 18:16:15,"""삼성전자가 밸류업 공시한다면 증시 활성화 큰 도움""",https://n.news.naver.com/mnews/article/014/0005261516?sid=101,"""삼성전자가 밸류업 공시한다면 증시 활성화 큰 도움""",[0.5218936  0.47810632],긍정,"['""', '삼성전자', '가', '밸류업', '공시', '하', 'ㄴ다면', '증시', '활성화', '크', 'ㄴ', '도움', '""']"
2024-10-31 18:03:12,"""라이벌과 손 잡겠다"" 파격선언…삼성전자 '승부수' 던진 곳",https://n.news.naver.com/mnews/article/015/0005051490?sid=101,"""라이벌과 손 잡겠다"" 파격선언…삼성전자 '승부수' 던진 곳",[0.5145691  0.48543093],긍정,"['""', '라이벌', '과', '손', '잡', '겠다', '""', '파격선언…삼성전자', ""'"", '승부수', ""'"", '던지', 'ㄴ', '곳']"
2024-10-31 17:00:00,삼성전자 3분기 반도체 영업익 3.9조,https://n.news.naver.com/mnews/article/001/0015019150?sid=101,삼성전자 3분기 반도체 영업익 3.9조,[0.5177808  0.48221925],긍정,"['삼성전자', '3분기', '반도체', '영업익', '3.9조']"
2024-10-31 16:39:30,"일회성 비용 빼면 선방…삼성전자, 다시 뛴다",https://n.news.naver.com/mnews/article/003/0012877500?sid=101,"일회성 비용 빼면 선방…삼성전자, 다시 뛴다",[0.5205303  0.47946975],긍정,"['일회성', '비용', '빼', '면', '선방…삼성전자,', '다시', '뛰', 'ㄴ다']"
2024-10-31 16:20:35,"'적과 동침'도 불사…삼성전자, 엔비디아 업고 반전 이룰까",https://n.news.naver.com/mnews/article/001/0015018891?sid=105,"'적과 동침'도 불사…삼성전자, 엔비디아 업고 반전 이룰까",[0.5237896  0.47621036],긍정,"[""'"", '적', '과', '동침', ""'"", '도', '불사…삼성전자,', '엔비디아', '업', '고', '반전', '이루', 'ㄹ까']"
2024-10-31 15:18:14,"삼성전자, 'HBM4·2나노'에 승부수",https://n.news.naver.com/mnews/article/030/0003253076?sid=105,"삼성전자, 'HBM4·2나노'에 승부수",[0.5088246 0.4911754],긍정,"['삼성전자', ',', ""'HBM4·2나노'"", '에', '승부수']"
2024-10-31 14:38:06,"삼성·LG전자, 美 타임 '올해 최고 발명품' 나란히 선정",https://n.news.naver.com/mnews/article/003/0012876811?sid=101,"삼성·LG전자, 美 타임 '올해 최고 발명품' 나란히 선정",[0.51775527 0.48224476],긍정,"['삼성·LG전자,', '美', '타', '이', 'ㅁ', ""'"", '올해', '최고', '발명품', ""'"", '나란히', '선정']"
2024-10-31 12:23:11,"""적과의 동침도 OK""...삼성전자, HBM에 사활 걸었다",https://n.news.naver.com/mnews/article/014/0005261246?sid=101,"""적과의 동침도 OK""...삼성전자, HBM에 사활 걸었다",[0.52366453 0.47633544],긍정,"['""', '적', '과의', '동치', 'ㅁ', '도', 'OK', '""', '...', '삼성전자', ',', 'HBM', '에', '사활', '걸', '었다']"
2024-10-31 12:18:12,"삼성전자, HBM3E 개선품 만든다…엔비디아 공략 승부수",https://n.news.naver.com/mnews/article/092/0002350665?sid=105,"삼성전자, HBM3E 개선품 만든다…엔비디아 공략 승부수",[0.5193751 0.4806249],긍정,"['삼성전자', ',', 'HBM3E', '개선품', '만든다…엔비디아', '공략', '승부수']"
2024-10-31 12:01:01,"삼성전자, TSMC와 'HBM 파운드리 협력' 가능성 시사",https://n.news.naver.com/mnews/article/003/0012876325?sid=101,"삼성전자, TSMC와 'HBM 파운드리 협력' 가능성 시사",[0.5258348  0.47416523],긍정,"['삼성전자', ',', 'TSMC', '와', ""'"", 'HBM', '파운드', '이', '리', '협력', ""'"", '가능성', '시사']"
2024-10-31 11:55:33,"삼성전자 ""파운드리, 내년 두자릿수 성장…투자 효율화""",https://n.news.naver.com/mnews/article/003/0012876219?sid=101,"삼성전자 ""파운드리, 내년 두자릿수 성장…투자 효율화""",[0.51027083 0.48972917],긍정,"['삼성전자', '""', '파운드', '이', '리', ',', '내년', '두자릿수', '성장…투', '이', '자', '효율화', '""']"
2024-10-31 11:54:56,"삼성전자, 엔비디아 퀄테스크 통과 기대감에 6만원 돌파",https://n.news.naver.com/mnews/article/003/0012876216?sid=101,"삼성전자, 엔비디아 퀄테스크 통과 기대감에 6만원 돌파",[0.50940657 0.49059337],긍정,"['삼성전자', ',', '엔비디아', '퀄테스크', '통', '과', '기대감', '에', '6만원', '돌파']"
2024-10-31 11:42:16,"[컨콜] 삼성전자 ""파운드리 투자 축소...시황·투자효율 고려""",https://n.news.naver.com/mnews/article/014/0005261221?sid=101,"[컨콜] 삼성전자 ""파운드리 투자 축소...시황·투자효율 고려""",[0.5137702  0.48622978],긍정,"['[컨콜]', '삼성전자', '""', '파운드', '이', '리', '투', '이', '자', '축소', '...', '시황·투자효율', '고려', '""']"
2024-10-31 11:31:10,"[컨콜] 삼성전자 ""HBM3E 판매 확대...HBM4 파운드리, 내외부 관계없이 대응""",https://n.news.naver.com/mnews/article/014/0005261209?sid=101,"[컨콜] 삼성전자 ""HBM3E 판매 확대...HBM4 파운드리, 내외부 관계없이 대응""",[0.5190234  0.48097658],긍정,"['[컨콜]', '삼성전자', '""HBM3E', '판매', '확대', '...', 'HBM4', '파운드', '이', '리', ',', '내외부', '관계없이', '대응', '""']"
2024-10-31 11:27:38,"삼성전자, '적자' 파운드리 투자 축소…""시황·투자효율 고려""(종합)",https://n.news.naver.com/mnews/article/001/0015017813?sid=101,"삼성전자, '적자' 파운드리 투자 축소…""시황·투자효율 고려""(종합)",[0.51515704 0.484843  ],부정,"['삼성전자', ',', ""'"", '적', '자', ""'"", '파운드', '이', '리', '투', '이', '자', '축소…""시황·투자효율', '고려', '""(', '종합', ')']"
2024-10-31 11:23:38,"삼성전자, 엔비디아 HBM3E 검증 질문에 ""유의미한 진전""",https://n.news.naver.com/mnews/article/003/0012876052?sid=101,"삼성전자, 엔비디아 HBM3E 검증 질문에 ""유의미한 진전""",[0.5201422  0.47985786],긍정,"['삼성전자', ',', '엔비디아', 'HBM3E', '검증', '질문', '에', '""유의미한', '진전', '""']"
2024-10-31 11:21:13,"삼성전자, 반도체 영업익 3.8조원..환율·일회성 비용 영향",https://n.news.naver.com/mnews/article/123/0002345583?sid=004,"삼성전자, 반도체 영업익 3.8조원..환율·일회성 비용 영향",[0.51369804 0.48630193],긍정,"['삼성전자', ',', '반도체', '영업익', '3.8조원', '..', '환율·일회성', '비용', '영향']"
2024-10-31 11:01:43,삼성전자 HBM 매출 증가폭 70% 이상…AI 수요 지속 강세,https://n.news.naver.com/mnews/article/003/0012875930?sid=101,삼성전자 HBM 매출 증가폭 70% 이상…AI 수요 지속 강세,[0.5234976  0.47650245],긍정,"['삼성전자', 'HBM', '매출', '증가폭', '70', '%', '이상…AI', '수요', '지속', '강세']"
2024-10-31 09:59:26,삼성전자 반도체 영업익 4조 밑돌아…메모리는 7조 육박 추산(종합),https://n.news.naver.com/mnews/article/001/0015017437?sid=105,삼성전자 반도체 영업익 4조 밑돌아…메모리는 7조 육박 추산(종합),[0.5220721  0.47792792],긍정,"['삼성전자', '반도체', '영업익', '4조', '밑돌아…메모리', '는', '7조', '육박', '추산', '(', '종합', ')']"
2024-10-31 09:56:28,삼성전자 3분기 반도체 영업익 3.86조...시장 전망 하회,https://n.news.naver.com/mnews/article/052/0002107303?sid=101,삼성전자 3분기 반도체 영업익 3.86조...시장 전망 하회,[0.51858807 0.48141196],긍정,"['삼성전자', '3분기', '반도체', '영업익', '3.86조', '...', '시장', '전망', '하회']"
2024-10-31 09:48:12,[상보] 비메모리 적자가 메모리 삼켰다...삼성전자 반도체 영업익 3조원대,https://n.news.naver.com/mnews/article/014/0005261087?sid=101,[상보] 비메모리 적자가 메모리 삼켰다...삼성전자 반도체 영업익 3조원대,[0.5163226  0.48367736],부정,"['[', '상보', ']', '비메모리', '적자', '가', '메모리', '삼키', '었다', '...', '삼성전자', '반도체', '영업익', '3조원', '대']"
2024-10-31 09:37:09,삼성전자 3Q 반도체 영업익  3조8600억원…전분기比 40% 급감,https://n.news.naver.com/mnews/article/138/0002185369?sid=004,삼성전자 3Q 반도체 영업익  3조8600억원…전분기比 40% 급감,[0.52071995 0.47928008],긍정,"['삼성전자', '3Q', '반도체', '영업익', '3조8600억원…전분기比', '40', '%', '급감']"
2024-10-31 09:28:16,삼성전자 3분기 매출 79.1조원...역대 최대 분기 매출 [이슈+],https://n.news.naver.com/mnews/article/243/0000067193?sid=101,삼성전자 3분기 매출 79.1조원...역대 최대 분기 매출 [이슈+],[0.5202029  0.47979712],긍정,"['삼성전자', '3분기', '매출', '79.', '1조원', '...', '역대', '최대', '분기', '매출', '[이슈+', ']']"
2024-10-31 09:26:18,"삼성전자 메모리 영업익 7조...""역대급 R&D로 '초격차' 이어간다""",https://n.news.naver.com/mnews/article/014/0005261063?sid=101,"삼성전자 메모리 영업익 7조...""역대급 R&D로 '초격차' 이어간다""",[0.5168763 0.4831238],긍정,"['삼성전자', '메모리', '영업익', '7조', '...""', '역대급', 'R&D', '로', ""'초격차'"", '이', '이', '어', '가', 'ㄴ다', '""']"
2024-10-31 09:18:17,삼성전자 3분기 반도체 영업익 3조8600억…예상치 못 미쳐,https://n.news.naver.com/mnews/article/020/0003595443?sid=101,삼성전자 3분기 반도체 영업익 3조8600억…예상치 못 미쳐,[0.52016187 0.47983807],긍정,"['삼성전자', '3분기', '반도체', '영업익', '3조8600억…예상치', '못', '미치', '어']"
2024-10-31 09:12:41,"삼성전자, 3Q 반도체 영업익 3.9조…""일회성 비용 영향""",https://n.news.naver.com/mnews/article/003/0012875450?sid=101,"삼성전자, 3Q 반도체 영업익 3.9조…""일회성 비용 영향""",[0.52766454 0.47233552],긍정,"['삼성전자', ',', '3Q', '반도체', '영업익', '3.', '9조…""일회성', '비용', '영향', '""']"
2024-10-31 09:12:12,[2보] 삼성전자 반도체 영업익 3조원대…전망치 밑돌아,https://n.news.naver.com/mnews/article/014/0005261034?sid=101,[2보] 삼성전자 반도체 영업익 3조원대…전망치 밑돌아,[0.5185293 0.4814707],긍정,"['[', '2보', ']', '삼성전자', '반도체', '영업익', '3조원대…전망치', '밑돌', '아']"
2024-10-31 09:09:09,삼성전자 3분기 영업이익 9.2조…반도체 사업 3.9조,https://n.news.naver.com/mnews/article/022/0003981529?sid=101,삼성전자 3분기 영업이익 9.2조…반도체 사업 3.9조,[0.51373833 0.48626164],긍정,"['삼성전자', '3분기', '영업이익', '9.', '2조…반도체', '사업', '3.9조']"
2024-10-31 09:07:49,[2보] 삼성전자 3분기 반도체 영업익 3.9조…메모리는 선방한 듯,https://n.news.naver.com/mnews/article/001/0015017262?sid=105,[2보] 삼성전자 3분기 반도체 영업익 3.9조…메모리는 선방한 듯,[0.5220832  0.47791672],긍정,"['[', '2보', ']', '삼성전자', '3분기', '반도체', '영업익', '3.', '9조…메모리', '는', '선방한', '듯']"
2024-10-31 09:02:15,"삼성전자, 3분기 반도체 영업익 3조9천억",https://n.news.naver.com/mnews/article/009/0005388413?sid=105,"삼성전자, 3분기 반도체 영업익 3조9천억",[0.5239231 0.4760769],긍정,"['삼성전자', ',', '3분기', '반도체', '영업익', '3조9천억']"
